source,key,n_prefs,fitness,n_prefs_source
model,"(1, 1, 4, 0, 0, 0, 1, 0, 1, 1, 0, 1)",4,35.54050064086914,4_model
model,"(1, 0, 4, 0, 0, 0, 0, 0, 2, 1, 0, 0)",4,36.25954055786133,4_model
model,"(1, 1, 4, 0, 1, 0, 0, 2, 0, 0, 0, 0)",4,36.30007553100586,4_model
model,"(1, 0, 4, 1, 0, 0, 0, 0, 0, 2, 0, 0)",4,36.70699691772461,4_model
model,"(1, 1, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0)",4,36.778507232666016,4_model
model,"(1, 0, 3, 0, 2, 0, 0, 1, 0, 0, 0, 0)",3,36.245548248291016,3_model
model,"(1, 0, 3, 2, 1, 0, 0, 0, 0, 0, 0, 0)",3,37.27949905395508,3_model
model,"(1, 0, 4, 0, 0, 0, 0, 2, 0, 0, 0, 1)",4,35.32791519165039,4_model
model,"(1, 0, 4, 1, 0, 1, 1, 0, 0, 0, 0, 0)",4,37.19173812866211,4_model
model,"(1, 0, 3, 0, 0, 0, 2, 0, 0, 0, 1, 0)",3,36.20486068725586,3_model
model,"(1, 1, 4, 0, 0, 1, 0, 0, 0, 0, 2, 0)",4,37.24773025512695,4_model
model,"(1, 1, 4, 2, 0, 0, 1, 1, 0, 0, 0, 0)",4,36.55317306518555,4_model
model,"(1, 1, 3, 0, 0, 0, 0, 3, 0, 0, 0, 0)",3,34.818424224853516,3_model
model,"(1, 1, 3, 0, 1, 0, 2, 0, 0, 0, 0, 0)",3,35.90861892700195,3_model
model,"(1, 0, 4, 1, 0, 0, 1, 0, 1, 0, 0, 0)",4,36.42825698852539,4_model
model,"(1, 0, 3, 1, 0, 2, 0, 0, 0, 0, 0, 0)",3,37.25053024291992,3_model
model,"(1, 1, 4, 2, 0, 0, 0, 1, 0, 0, 0, 0)",4,36.47700881958008,4_model
model,"(1, 1, 4, 0, 0, 0, 0, 2, 0, 0, 0, 2)",4,34.80924606323242,4_model
model,"(1, 1, 4, 0, 1, 1, 0, 0, 0, 0, 1, 0)",4,37.204402923583984,4_model
model,"(1, 0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0)",4,36.044864654541016,4_model
model,"(1, 1, 4, 1, 0, 1, 0, 0, 0, 0, 0, 1)",4,36.646175384521484,4_model
model,"(1, 1, 3, 0, 1, 0, 0, 0, 0, 1, 0, 1)",3,35.53470230102539,3_model
model,"(1, 0, 4, 1, 0, 0, 1, 0, 0, 0, 1, 1)",4,36.6679801940918,4_model
model,"(1, 0, 3, 1, 0, 0, 0, 0, 0, 0, 2, 0)",3,37.43455123901367,3_model
model,"(1, 1, 4, 0, 0, 0, 0, 0, 1, 1, 1, 0)",4,36.89973831176758,4_model
model,"(1, 1, 3, 0, 1, 0, 0, 0, 0, 0, 0, 1)",3,36.37309646606445,3_model
model,"(1, 0, 4, 1, 0, 1, 0, 0, 0, 0, 1, 0)",4,37.401981353759766,4_model
model,"(1, 0, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0)",4,36.86924362182617,4_model
model,"(1, 1, 3, 1, 0, 0, 1, 0, 0, 0, 1, 0)",3,36.88125228881836,3_model
model,"(1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 2, 1)",3,36.73472213745117,3_model
model,"(1, 1, 4, 0, 0, 0, 1, 0, 1, 2, 0, 0)",4,35.824703216552734,4_model
model,"(1, 1, 4, 1, 0, 1, 0, 2, 0, 0, 0, 0)",4,36.5257682800293,4_model
model,"(1, 1, 4, 0, 0, 0, 1, 1, 0, 0, 0, 2)",4,35.4153938293457,4_model
model,"(1, 1, 4, 0, 1, 0, 0, 0, 1, 0, 0, 1)",4,35.83564376831055,4_model
model,"(1, 1, 3, 1, 1, 0, 0, 0, 0, 0, 0, 1)",3,36.23725509643555,3_model
model,"(1, 1, 4, 1, 1, 0, 0, 1, 0, 0, 0, 0)",4,36.71183395385742,4_model
model,"(1, 0, 3, 2, 0, 0, 0, 0, 1, 0, 0, 0)",3,36.1379508972168,3_model
model,"(1, 0, 4, 0, 0, 0, 0, 2, 0, 1, 1, 0)",4,35.7032585144043,4_model
model,"(1, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 2)",4,35.72831344604492,4_model
model,"(1, 1, 4, 0, 0, 0, 1, 0, 0, 0, 2, 0)",4,37.02711868286133,4_model
model,"(1, 0, 3, 0, 0, 0, 0, 1, 0, 0, 1, 1)",3,35.607784271240234,3_model
model,"(1, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0)",2,36.80520248413086,2_model
model,"(1, 1, 4, 1, 0, 0, 0, 0, 1, 0, 0, 2)",4,35.47109603881836,4_model
model,"(1, 0, 4, 0, 0, 0, 1, 0, 1, 0, 1, 0)",4,36.5492057800293,4_model
model,"(1, 1, 3, 0, 0, 1, 0, 0, 0, 1, 1, 0)",3,36.437137603759766,3_model
model,"(1, 0, 3, 0, 0, 0, 0, 0, 1, 0, 1, 1)",3,35.95424270629883,3_model
model,"(1, 0, 4, 1, 0, 0, 0, 1, 0, 2, 0, 0)",4,35.53107833862305,4_model
model,"(1, 1, 4, 0, 0, 0, 1, 0, 2, 0, 0, 1)",4,35.63875961303711,4_model
model,"(1, 1, 4, 0, 0, 1, 0, 0, 0, 0, 1, 0)",4,37.198612213134766,4_model
model,"(1, 1, 4, 1, 0, 1, 0, 1, 0, 0, 0, 0)",4,36.99513626098633,4_model
model,"(1, 1, 3, 0, 0, 0, 0, 0, 2, 1, 0, 0)",3,36.42558670043945,3_model
model,"(1, 1, 3, 0, 1, 1, 0, 0, 0, 0, 1, 0)",3,37.296993255615234,3_model
model,"(1, 1, 4, 0, 0, 0, 0, 0, 0, 3, 0, 1)",4,35.029850006103516,4_model
model,"(1, 0, 4, 1, 0, 1, 0, 1, 0, 0, 1, 0)",4,37.22024154663086,4_model
model,"(1, 0, 4, 1, 0, 0, 1, 0, 2, 0, 0, 0)",4,36.2286262512207,4_model
model,"(1, 1, 4, 0, 1, 0, 2, 0, 0, 0, 0, 0)",4,36.29068374633789,4_model
model,"(1, 1, 4, 0, 0, 0, 2, 1, 0, 0, 0, 1)",4,34.74282455444336,4_model
model,"(1, 0, 4, 0, 0, 2, 0, 2, 0, 0, 0, 0)",4,36.37033462524414,4_model
model,"(1, 1, 4, 0, 1, 2, 0, 0, 0, 0, 1, 0)",4,37.28867721557617,4_model
model,"(1, 0, 4, 1, 0, 1, 1, 0, 0, 0, 0, 1)",4,36.340816497802734,4_model
model,"(1, 1, 4, 1, 1, 0, 0, 1, 0, 0, 1, 0)",4,36.731815338134766,4_model
model,"(1, 0, 3, 0, 0, 0, 0, 0, 0, 1, 1, 1)",3,35.650638580322266,3_model
model,"(1, 1, 4, 0, 0, 0, 1, 0, 2, 0, 1, 0)",4,36.916324615478516,4_model
model,"(1, 1, 4, 0, 0, 0, 0, 2, 0, 1, 0, 1)",4,34.69795608520508,4_model
model,"(1, 0, 4, 0, 0, 0, 1, 1, 1, 0, 1, 0)",4,36.39094161987305,4_model
model,"(1, 1, 4, 1, 1, 0, 0, 0, 0, 1, 0, 0)",4,36.62498092651367,4_model
model,"(1, 1, 4, 1, 0, 0, 1, 0, 1, 0, 1, 0)",4,36.58651351928711,4_model
model,"(1, 0, 4, 2, 0, 0, 0, 1, 0, 0, 1, 0)",4,36.51933670043945,4_model
model,"(1, 1, 3, 1, 1, 0, 0, 0, 1, 0, 0, 0)",3,36.41997146606445,3_model
model,"(1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1)",2,36.167049407958984,2_model
model,"(1, 1, 4, 0, 1, 0, 0, 1, 0, 0, 1, 0)",4,36.75715255737305,4_model
model,"(1, 0, 3, 0, 0, 1, 1, 0, 1, 0, 0, 0)",3,36.21842575073242,3_model
model,"(1, 0, 4, 0, 1, 0, 1, 1, 0, 0, 1, 0)",4,37.075931549072266,4_model
model,"(1, 0, 4, 0, 1, 0, 0, 1, 0, 0, 1, 0)",4,36.86008071899414,4_model
model,"(1, 1, 4, 0, 0, 0, 0, 1, 1, 0, 1, 1)",4,35.75876235961914,4_model
model,"(1, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0)",3,36.42373275756836,3_model
model,"(1, 0, 4, 1, 0, 0, 0, 1, 0, 1, 1, 0)",4,36.25092697143555,4_model
model,"(1, 1, 4, 0, 0, 0, 0, 0, 1, 1, 1, 1)",4,36.39643478393555,4_model
model,"(1, 0, 4, 0, 1, 0, 0, 0, 0, 0, 1, 0)",4,37.091678619384766,4_model
model,"(1, 1, 4, 0, 1, 0, 1, 0, 0, 0, 0, 0)",4,36.914615631103516,4_model
model,"(1, 1, 4, 0, 0, 2, 0, 2, 0, 0, 0, 0)",4,36.35786056518555,4_model
model,"(1, 1, 4, 1, 0, 0, 0, 2, 0, 1, 0, 0)",4,35.4791374206543,4_model
model,"(1, 1, 3, 0, 0, 0, 1, 0, 0, 0, 1, 1)",3,36.05473709106445,3_model
model,"(1, 0, 4, 0, 0, 0, 0, 1, 0, 0, 2, 1)",4,36.02122116088867,4_model
model,"(1, 0, 4, 0, 0, 0, 1, 0, 2, 0, 0, 0)",4,36.77408218383789,4_model
model,"(1, 0, 4, 2, 0, 0, 0, 0, 1, 0, 0, 1)",4,35.84353256225586,4_model
model,"(1, 1, 3, 0, 1, 0, 0, 1, 0, 0, 0, 1)",3,35.353450775146484,3_model
model,"(1, 1, 4, 0, 0, 0, 1, 0, 0, 0, 2, 1)",4,36.61428451538086,4_model
model,"(1, 1, 4, 0, 0, 1, 0, 0, 0, 1, 0, 1)",4,35.87321853637695,4_model
model,"(1, 0, 4, 0, 0, 0, 0, 0, 1, 1, 0, 2)",4,35.570919036865234,4_model
model,"(1, 0, 4, 0, 0, 0, 0, 0, 1, 2, 0, 0)",4,36.08292007446289,4_model
model,"(1, 1, 4, 0, 0, 1, 0, 1, 0, 0, 0, 0)",4,36.8406867980957,4_model
model,"(1, 1, 3, 0, 1, 0, 0, 0, 0, 0, 1, 1)",3,36.56228256225586,3_model
model,"(1, 0, 4, 3, 0, 0, 0, 0, 0, 0, 0, 1)",4,35.5587272644043,4_model
model,"(1, 1, 4, 1, 0, 0, 0, 1, 0, 0, 1, 1)",4,36.3687858581543,4_model
model,"(1, 1, 4, 2, 0, 0, 0, 0, 0, 1, 0, 1)",4,35.720035552978516,4_model
model,"(1, 1, 4, 0, 1, 0, 0, 0, 1, 2, 0, 0)",4,36.1113395690918,4_model
model,"(1, 1, 4, 1, 0, 0, 1, 0, 0, 0, 1, 0)",4,37.05351638793945,4_model
model,"(1, 1, 4, 1, 0, 0, 0, 1, 0, 1, 0, 1)",4,35.480533599853516,4_model
model,"(1, 0, 3, 0, 0, 1, 0, 0, 1, 0, 1, 0)",3,36.6566047668457,3_model
model,"(1, 1, 3, 0, 0, 0, 1, 0, 0, 0, 2, 0)",3,37.043514251708984,3_model
model,"(1, 0, 3, 1, 0, 1, 0, 0, 0, 0, 0, 1)",3,36.42536544799805,3_model
model,"(1, 1, 4, 0, 0, 1, 0, 0, 1, 0, 1, 0)",4,36.84440994262695,4_model
model,"(1, 1, 4, 0, 0, 0, 0, 1, 0, 1, 1, 1)",4,35.70016860961914,4_model
model,"(1, 0, 4, 0, 0, 0, 2, 1, 0, 0, 1, 0)",4,36.24483871459961,4_model
model,"(1, 0, 4, 3, 0, 0, 1, 0, 0, 0, 0, 0)",4,36.21062088012695,4_model
model,"(1, 0, 4, 0, 0, 1, 0, 1, 0, 1, 0, 1)",4,35.53583908081055,4_model
model,"(1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0)",2,37.02022933959961,2_model
model,"(1, 1, 4, 0, 0, 1, 0, 0, 1, 0, 0, 1)",4,36.014583587646484,4_model
model,"(1, 0, 4, 0, 1, 0, 2, 0, 0, 0, 0, 1)",4,35.044315338134766,4_model
model,"(1, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1)",2,36.01242446899414,2_model
model,"(1, 0, 4, 1, 0, 1, 0, 0, 0, 1, 0, 0)",4,36.407100677490234,4_model
model,"(1, 0, 3, 0, 1, 1, 0, 0, 0, 1, 0, 0)",3,36.35698318481445,3_model
model,"(1, 0, 3, 1, 1, 0, 0, 1, 0, 0, 0, 0)",3,36.61227798461914,3_model
model,"(1, 0, 4, 0, 0, 0, 1, 0, 1, 1, 1, 0)",4,36.828617095947266,4_model
model,"(1, 1, 4, 1, 0, 0, 0, 0, 2, 1, 0, 0)",4,36.10422134399414,4_model
model,"(1, 0, 4, 0, 0, 1, 1, 0, 0, 0, 0, 0)",4,37.036136627197266,4_model
model,"(1, 0, 3, 2, 0, 1, 0, 0, 0, 0, 0, 0)",3,37.15877914428711,3_model
model,"(1, 1, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0)",2,36.93038558959961,2_model
model,"(1, 0, 4, 0, 0, 0, 0, 1, 0, 2, 0, 0)",4,35.74806594848633,4_model
model,"(1, 1, 4, 0, 0, 0, 1, 0, 0, 0, 1, 1)",4,36.485843658447266,4_model
model,"(1, 1, 4, 1, 0, 1, 0, 1, 0, 0, 1, 0)",4,37.15363693237305,4_model
model,"(1, 0, 4, 1, 0, 0, 0, 0, 0, 1, 1, 1)",4,36.01839828491211,4_model
model,"(1, 1, 3, 0, 0, 0, 0, 0, 0, 1, 0, 2)",3,34.87607955932617,3_model
model,"(1, 1, 4, 0, 0, 1, 2, 0, 1, 0, 0, 0)",4,35.691463470458984,4_model
model,"(1, 1, 4, 1, 0, 0, 0, 1, 0, 0, 0, 1)",4,36.166316986083984,4_model
model,"(1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 2)",4,36.4201545715332,4_model
model,"(1, 0, 4, 2, 0, 1, 0, 0, 0, 0, 0, 1)",4,36.17586135864258,4_model
model,"(1, 0, 4, 0, 1, 0, 0, 0, 0, 0, 1, 1)",4,36.69125747680664,4_model
model,"(1, 0, 4, 0, 0, 0, 2, 1, 0, 0, 0, 0)",4,36.04398727416992,4_model
model,"(1, 0, 4, 0, 0, 0, 1, 1, 0, 0, 0, 2)",4,35.32413101196289,4_model
model,"(1, 1, 3, 0, 0, 0, 0, 1, 0, 0, 1, 1)",3,35.67353439331055,3_model
model,"(1, 1, 4, 0, 0, 0, 0, 1, 1, 2, 0, 0)",4,35.56319808959961,4_model
model,"(1, 0, 4, 0, 0, 0, 2, 1, 0, 0, 0, 1)",4,34.75857162475586,4_model
model,"(1, 0, 4, 0, 0, 0, 0, 0, 2, 0, 0, 1)",4,35.81398391723633,4_model
model,"(1, 1, 4, 0, 0, 0, 1, 0, 1, 0, 1, 0)",4,36.90951919555664,4_model
model,"(1, 1, 4, 0, 0, 1, 0, 0, 0, 0, 0, 1)",4,36.5444221496582,4_model
model,"(1, 0, 4, 0, 0, 0, 1, 0, 0, 0, 1, 1)",4,36.57088851928711,4_model
model,"(1, 0, 4, 2, 0, 0, 0, 1, 0, 1, 0, 0)",4,35.92349624633789,4_model
model,"(1, 0, 4, 0, 0, 0, 1, 1, 0, 1, 1, 0)",4,36.23324966430664,4_model
model,"(1, 1, 4, 0, 0, 2, 2, 0, 0, 0, 0, 0)",4,36.40016555786133,4_model
model,"(1, 1, 3, 0, 0, 1, 0, 0, 1, 0, 1, 0)",3,36.59597396850586,3_model
model,"(1, 1, 4, 0, 0, 0, 0, 1, 0, 0, 1, 1)",4,36.3000602722168,4_model
model,"(1, 0, 4, 0, 1, 0, 1, 0, 2, 0, 0, 0)",4,36.78573226928711,4_model
model,"(1, 0, 4, 0, 0, 1, 2, 0, 1, 0, 0, 0)",4,35.81075668334961,4_model
model,"(1, 1, 4, 2, 0, 0, 1, 0, 0, 0, 1, 0)",4,37.12234115600586,4_model
model,"(1, 1, 4, 0, 0, 0, 0, 0, 0, 2, 0, 0)",4,36.55025100708008,4_model
model,"(1, 1, 4, 1, 0, 1, 0, 0, 0, 2, 0, 0)",4,36.75175094604492,4_model
model,"(1, 0, 4, 2, 1, 0, 0, 0, 0, 0, 1, 0)",4,37.3541145324707,4_model
model,"(1, 0, 4, 0, 1, 0, 1, 0, 1, 0, 0, 0)",4,36.410579681396484,4_model
model,"(1, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 1)",4,36.63532638549805,4_model
model,"(1, 0, 4, 1, 0, 0, 0, 0, 2, 0, 1, 0)",4,36.9942512512207,4_model
model,"(1, 1, 4, 0, 0, 0, 0, 0, 2, 1, 0, 0)",4,36.3471794128418,4_model
model,"(1, 0, 3, 0, 0, 1, 0, 0, 0, 1, 1, 0)",3,36.51058578491211,3_model
model,"(1, 1, 4, 1, 1, 1, 0, 0, 0, 0, 0, 1)",4,36.63656234741211,4_model
model,"(1, 0, 4, 0, 0, 0, 3, 0, 0, 0, 1, 0)",4,35.2778434753418,4_model
model,"(1, 0, 3, 0, 0, 0, 0, 1, 0, 0, 2, 0)",3,36.36471176147461,3_model
model,"(1, 0, 3, 1, 1, 0, 0, 0, 1, 0, 0, 0)",3,36.51206588745117,3_model
model,"(1, 1, 4, 0, 0, 0, 1, 0, 1, 1, 1, 0)",4,36.7425422668457,4_model
model,"(1, 1, 4, 0, 0, 1, 0, 1, 1, 0, 1, 0)",4,36.30099868774414,4_model
model,"(1, 0, 3, 0, 1, 0, 0, 0, 0, 0, 1, 1)",3,36.66508865356445,3_model
model,"(1, 1, 3, 0, 0, 0, 0, 0, 0, 1, 2, 0)",3,36.42323684692383,3_model
model,"(1, 1, 4, 0, 0, 0, 2, 0, 1, 0, 0, 0)",4,35.7264289855957,4_model
model,"(1, 1, 3, 0, 1, 1, 0, 1, 0, 0, 0, 0)",3,36.689815521240234,3_model
model,"(1, 1, 4, 1, 0, 1, 0, 0, 0, 0, 0, 0)",4,37.19815444946289,4_model
model,"(1, 1, 3, 0, 2, 0, 0, 1, 0, 0, 0, 0)",3,36.62717819213867,3_model
model,"(1, 1, 4, 0, 1, 0, 0, 2, 1, 0, 0, 0)",4,35.687862396240234,4_model
model,"(1, 1, 4, 2, 0, 0, 0, 0, 0, 0, 1, 1)",4,36.74043655395508,4_model
model,"(1, 1, 4, 0, 0, 0, 1, 1, 2, 0, 0, 0)",4,35.96318435668945,4_model
model,"(1, 0, 4, 1, 0, 0, 1, 0, 0, 0, 2, 0)",4,37.19472122192383,4_model
model,"(1, 0, 4, 1, 0, 0, 0, 0, 0, 0, 1, 1)",4,36.766483306884766,4_model
model,"(1, 1, 4, 0, 0, 0, 1, 3, 0, 0, 0, 0)",4,34.58866500854492,4_model
model,"(1, 0, 4, 2, 0, 0, 0, 1, 0, 0, 0, 1)",4,36.11288070678711,4_model
model,"(1, 0, 4, 0, 0, 0, 0, 0, 0, 1, 1, 1)",4,35.965213775634766,4_model
model,"(1, 0, 3, 1, 1, 0, 0, 0, 0, 0, 0, 1)",3,36.3577995300293,3_model
model,"(1, 1, 4, 1, 0, 0, 1, 0, 0, 0, 1, 1)",4,36.49856948852539,4_model
model,"(1, 0, 4, 1, 1, 0, 0, 0, 0, 1, 0, 1)",4,35.900203704833984,4_model
model,"(1, 0, 4, 1, 0, 1, 0, 0, 0, 0, 0, 1)",4,36.734920501708984,4_model
model,"(1, 0, 3, 0, 0, 0, 1, 0, 1, 0, 1, 0)",3,36.398799896240234,3_model
model,"(1, 1, 4, 3, 0, 0, 0, 0, 1, 0, 0, 0)",4,35.99583053588867,4_model
model,"(1, 1, 4, 1, 0, 0, 1, 0, 0, 1, 1, 0)",4,36.269222259521484,4_model
model,"(1, 1, 3, 0, 1, 1, 0, 0, 1, 0, 0, 0)",3,36.47377395629883,3_model
model,"(1, 0, 4, 2, 1, 0, 1, 0, 0, 0, 0, 0)",4,37.05644607543945,4_model
model,"(1, 1, 3, 0, 0, 1, 1, 0, 1, 0, 0, 0)",3,36.193485260009766,3_model
model,"(1, 0, 3, 0, 1, 0, 0, 1, 0, 0, 0, 1)",3,35.5001106262207,3_model
model,"(1, 0, 4, 0, 1, 0, 0, 0, 1, 0, 0, 1)",4,35.92991256713867,4_model
model,"(1, 0, 4, 0, 0, 0, 1, 0, 0, 2, 1, 0)",4,36.681514739990234,4_model
model,"(1, 0, 4, 1, 0, 1, 0, 0, 0, 0, 0, 0)",4,37.25790786743164,4_model
model,"(1, 1, 4, 0, 0, 2, 0, 0, 0, 0, 1, 0)",4,37.31367111206055,4_model
model,"(1, 0, 4, 0, 1, 1, 1, 0, 1, 0, 0, 0)",4,36.53371047973633,4_model
model,"(1, 1, 4, 0, 0, 1, 1, 0, 0, 0, 2, 0)",4,37.16287612915039,4_model
model,"(1, 0, 4, 0, 0, 1, 0, 1, 0, 1, 1, 0)",4,36.297176361083984,4_model
model,"(1, 1, 4, 0, 1, 1, 0, 0, 1, 0, 0, 0)",4,36.56126022338867,4_model
model,"(1, 1, 4, 0, 1, 0, 2, 0, 0, 0, 0, 1)",4,35.42795944213867,4_model
model,"(1, 0, 4, 0, 0, 0, 1, 0, 0, 1, 1, 0)",4,36.6600227355957,4_model
model,"(1, 1, 4, 0, 0, 0, 2, 2, 0, 0, 0, 0)",4,35.36642837524414,4_model
model,"(1, 1, 4, 0, 1, 0, 1, 0, 1, 0, 0, 0)",4,36.37099838256836,4_model
model,"(1, 0, 4, 0, 0, 0, 2, 0, 0, 1, 1, 0)",4,35.71278762817383,4_model
model,"(1, 1, 4, 0, 0, 0, 1, 0, 0, 1, 1, 0)",4,36.631412506103516,4_model
model,"(1, 1, 3, 0, 1, 0, 1, 1, 0, 0, 0, 0)",3,36.64287185668945,3_model
model,"(1, 1, 4, 0, 0, 0, 0, 3, 1, 0, 0, 0)",4,34.50425338745117,4_model
model,"(1, 0, 3, 0, 0, 0, 0, 0, 2, 0, 0, 1)",3,35.18650436401367,3_model
model,"(1, 1, 4, 1, 1, 0, 0, 1, 0, 1, 0, 0)",4,36.03535079956055,4_model
model,"(1, 0, 4, 0, 1, 0, 1, 0, 0, 0, 0, 0)",4,36.847110748291016,4_model
model,"(1, 0, 4, 1, 0, 0, 1, 0, 0, 2, 0, 0)",4,35.966312408447266,4_model
model,"(1, 1, 3, 0, 0, 0, 0, 1, 0, 0, 2, 0)",3,36.2817497253418,3_model
model,"(1, 1, 4, 0, 0, 0, 2, 0, 0, 0, 1, 1)",4,34.954830169677734,4_model
model,"(1, 1, 4, 0, 0, 2, 0, 1, 0, 0, 0, 1)",4,36.18674087524414,4_model
model,"(1, 0, 4, 0, 0, 0, 1, 0, 1, 1, 0, 1)",4,35.57516860961914,4_model
model,"(1, 0, 4, 0, 0, 0, 1, 1, 0, 0, 0, 1)",4,36.05202102661133,4_model
model,"(1, 0, 4, 2, 0, 1, 0, 0, 0, 0, 0, 0)",4,37.278568267822266,4_model
model,"(1, 0, 4, 1, 1, 0, 0, 1, 1, 0, 0, 0)",4,36.229251861572266,4_model
model,"(1, 0, 4, 0, 0, 0, 0, 0, 0, 3, 0, 1)",4,34.98575210571289,4_model
model,"(1, 1, 4, 0, 0, 1, 0, 1, 1, 0, 0, 1)",4,35.6910285949707,4_model
model,"(1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0)",3,37.28519058227539,3_model
model,"(1, 0, 4, 1, 0, 0, 0, 0, 1, 0, 0, 2)",4,35.4035758972168,4_model
model,"(1, 1, 3, 0, 0, 1, 1, 0, 0, 0, 0, 1)",3,35.86624526977539,3_model
model,"(1, 1, 4, 0, 0, 1, 0, 2, 0, 0, 0, 1)",4,35.54086685180664,4_model
model,"(1, 1, 4, 0, 0, 0, 1, 0, 2, 0, 0, 0)",4,36.74673843383789,4_model
model,"(1, 1, 4, 0, 0, 0, 1, 2, 1, 0, 0, 0)",4,35.425907135009766,4_model
model,"(1, 0, 4, 0, 0, 0, 0, 1, 1, 0, 1, 1)",4,35.87033462524414,4_model
model,"(1, 1, 4, 0, 1, 0, 0, 0, 1, 0, 1, 0)",4,36.63560104370117,4_model
model,"(1, 0, 4, 1, 0, 0, 0, 0, 2, 1, 0, 0)",4,35.90938949584961,4_model
model,"(1, 1, 4, 0, 1, 0, 1, 0, 0, 0, 0, 1)",4,36.330013275146484,4_model
model,"(1, 1, 3, 0, 0, 1, 0, 0, 0, 0, 1, 1)",3,36.53731918334961,3_model
model,"(1, 0, 4, 1, 0, 0, 0, 0, 1, 1, 1, 0)",4,36.9990119934082,4_model
model,"(1, 0, 4, 3, 0, 1, 0, 0, 0, 0, 0, 0)",4,36.68877029418945,4_model
model,"(1, 1, 4, 0, 1, 0, 1, 1, 0, 0, 0, 0)",4,36.83926010131836,4_model
model,"(1, 1, 4, 0, 0, 0, 0, 0, 0, 0, 2, 1)",4,36.76616287231445,4_model
model,"(1, 0, 4, 0, 0, 0, 0, 0, 0, 2, 0, 1)",4,35.543643951416016,4_model
model,"(1, 0, 4, 0, 0, 0, 0, 0, 2, 0, 1, 1)",4,35.896297454833984,4_model
model,"(1, 1, 3, 0, 1, 1, 0, 0, 0, 1, 0, 0)",3,36.29323196411133,3_model
model,"(1, 1, 4, 0, 0, 1, 1, 0, 1, 0, 1, 0)",4,36.55392837524414,4_model
model,"(1, 0, 4, 0, 0, 0, 3, 0, 0, 1, 0, 0)",4,34.114437103271484,4_model
model,"(1, 0, 4, 0, 1, 0, 2, 1, 0, 0, 0, 0)",4,36.11140823364258,4_model
model,"(1, 0, 4, 0, 0, 0, 2, 0, 0, 0, 1, 0)",4,36.51656723022461,4_model
model,"(1, 1, 3, 1, 1, 0, 1, 0, 0, 0, 0, 0)",3,36.704280853271484,3_model
model,"(1, 1, 4, 0, 1, 0, 0, 3, 0, 0, 0, 0)",4,35.01798629760742,4_model
model,"(1, 0, 4, 1, 0, 0, 0, 0, 0, 2, 0, 1)",4,35.34287643432617,4_model
model,"(1, 0, 4, 0, 0, 0, 1, 0, 0, 2, 0, 0)",4,36.55038070678711,4_model
model,"(1, 0, 3, 1, 2, 0, 0, 0, 0, 0, 0, 0)",3,37.18564224243164,3_model
model,"(1, 1, 4, 0, 1, 1, 1, 0, 0, 0, 0, 1)",4,36.59373092651367,4_model
model,"(1, 1, 4, 0, 2, 0, 0, 1, 0, 0, 0, 0)",4,36.64594650268555,4_model
model,"(1, 1, 4, 2, 1, 0, 1, 0, 0, 0, 0, 0)",4,36.9848747253418,4_model
model,"(1, 1, 4, 0, 0, 0, 1, 1, 1, 0, 1, 0)",4,36.320430755615234,4_model
model,"(1, 0, 4, 1, 0, 1, 0, 2, 0, 0, 0, 0)",4,36.34419631958008,4_model
model,"(1, 0, 3, 0, 0, 1, 0, 0, 0, 0, 2, 0)",3,37.39980697631836,3_model
model,"(1, 0, 4, 1, 1, 0, 0, 0, 0, 1, 0, 0)",4,36.40663528442383,4_model
model,"(1, 1, 4, 1, 1, 0, 0, 1, 0, 0, 0, 1)",4,36.2020378112793,4_model
model,"(1, 0, 4, 0, 0, 1, 1, 0, 1, 0, 0, 0)",4,36.4951286315918,4_model
model,"(1, 1, 4, 0, 1, 0, 1, 1, 0, 0, 0, 1)",4,35.96431350708008,4_model
model,"(1, 0, 4, 0, 0, 0, 1, 3, 0, 0, 0, 0)",4,34.6843147277832,4_model
model,"(1, 1, 4, 0, 0, 1, 1, 0, 1, 0, 0, 1)",4,35.81460952758789,4_model
model,"(1, 1, 3, 0, 1, 0, 0, 2, 0, 0, 0, 0)",3,35.395687103271484,3_model
model,"(1, 1, 4, 1, 1, 0, 0, 0, 0, 1, 0, 1)",4,35.810420989990234,4_model
model,"(1, 0, 4, 0, 0, 2, 1, 0, 0, 0, 0, 0)",4,37.0451545715332,4_model
model,"(1, 1, 4, 0, 0, 0, 0, 0, 0, 2, 1, 1)",4,36.1347770690918,4_model
model,"(1, 0, 4, 0, 1, 0, 1, 1, 0, 1, 0, 0)",4,36.08974838256836,4_model
